,Year,StateAbbr,CountyFIPS,LocationName,DataSource,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID
128323,2019,TX,48381,48381021703,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.1,18.1,22.4,6466,POINT (-101.883317 35.0669067),48381021703
128368,2019,TX,48355,48355005414,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.7,14.1,17.5,1895,POINT (-97.3708576 27.6646059),48355005414
128379,2019,TX,48409,48409010301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.7,21.5,25.9,4241,POINT (-97.20397143 27.90101962),48409010301
128389,2019,TX,48355,48355003601,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.0,18.9,23.4,6280,POINT (-97.60069065 27.84291619),48355003601
128418,2019,TX,48439,48439104601,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,38.3,36.1,40.5,3687,POINT (-97.27012002 32.71154091),48439104601
128420,2019,TX,48401,48401950700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.4,22.9,28.0,5512,POINT (-94.7922301 32.17584322),48401950700
128445,2019,TX,48397,48397040401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.3,14.2,16.7,9404,POINT (-96.34076209 32.9310211),48397040401
128461,2019,TX,48439,48439103701,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.0,36.5,43.3,4348,POINT (-97.28014282 32.72288897),48439103701
128572,2019,TX,48359,48359950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.1,18.6,21.7,2052,POINT (-102.602879 35.40502359),48359950100
128603,2019,TX,48439,48439105510,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.1,19.6,22.6,7660,POINT (-97.40328887 32.63588665),48439105510
128621,2019,TX,48381,48381020500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.0,21.1,24.9,3982,POINT (-101.8435958 35.17458168),48381020500
128655,2019,TX,48419,48419950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.7,24.8,28.6,3178,POINT (-93.94913058 31.70678077),48419950600
128752,2019,TX,48381,48381020900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,18.9,23.7,2892,POINT (-101.857628 35.16947901),48381020900
128770,2019,TX,48439,48439110204,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.6,20.7,24.6,6716,POINT (-97.28171878 32.82479964),48439110204
128821,2019,TX,48355,48355005407,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,15.4,18.9,2207,POINT (-97.41551408 27.6907164),48355005407
128868,2019,TX,48381,48381021604,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.6,11.6,16.0,4468,POINT (-101.9291737 35.16911744),48381021604
128881,2019,TX,48373,48373210101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.8,21.7,26.1,4626,POINT (-94.88022826 30.58824403),48373210101
128908,2019,TX,48367,48367140101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.3,16.2,20.8,4178,POINT (-97.75564575 32.75384446),48367140101
128943,2019,TX,48381,48381020800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.8,17.8,21.9,6623,POINT (-101.8556847 35.15742272),48381020800
128956,2019,TX,48411,48411950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.3,28.4,34.4,2628,POINT (-98.7064847 31.20150648),48411950100
128994,2019,TX,48439,48439105502,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.6,18.8,24.5,5368,POINT (-97.3793135 32.66281996),48439105502
129040,2019,TX,48439,48439100800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,38.0,33.7,42.1,5901,POINT (-97.35815913 32.77305756),48439100800
129056,2019,TX,48355,48355002703,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.2,22.1,26.5,5000,POINT (-97.35202564 27.70758934),48355002703
129088,2019,TX,48373,48373210301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.1,23.8,28.4,3836,POINT (-95.12529832 30.84831573),48373210301
129132,2019,TX,48355,48355005102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.5,14.9,20.1,3389,POINT (-97.07566222 27.82172499),48355005102
129139,2019,TX,48439,48439105511,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.8,24.0,27.5,5815,POINT (-97.37957857 32.63497422),48439105511
129140,2019,TX,48391,48391950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.6,24.9,28.4,3699,POINT (-97.24389386 28.41178419),48391950200
129168,2019,TX,48439,48439100102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.6,21.0,26.2,4849,POINT (-97.31207199 32.78339036),48439100102
129190,2019,TX,48355,48355003304,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.4,16.3,20.7,5706,POINT (-97.38699302 27.69546123),48355003304
129220,2019,TX,48439,48439110901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.8,15.0,18.7,4414,POINT (-97.46291865 32.70539132),48439110901
129233,2019,TX,48375,48375013900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.0,31.9,36.1,3390,POINT (-101.8226512 35.24378791),48375013900
129253,2019,TX,48349,48349970900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.2,26.3,30.2,8106,POINT (-96.49577391 32.01425753),48349970900
129260,2019,TX,48435,48435950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.9,23.6,28.2,4128,POINT (-100.538189 30.49828374),48435950300
129327,2019,TX,48439,48439104201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.0,8.5,11.7,5922,POINT (-97.36305016 32.71331741),48439104201
129334,2019,TX,48401,48401950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.5,17.9,21.1,5931,POINT (-94.87294898 32.34729993),48401950300
129335,2019,TX,48439,48439110907,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.0,12.8,17.2,2993,POINT (-97.47883448 32.6730612),48439110907
129398,2019,TX,48393,48393950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.3,17.3,21.4,929,POINT (-100.8134471 35.83850812),48393950100
129410,2019,TX,48355,48355005412,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.6,14.9,18.4,4813,POINT (-97.40278237 27.66888857),48355005412
129459,2019,TX,48355,48355001802,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.0,21.5,28.8,2310,POINT (-97.44137406 27.72797808),48355001802
129486,2019,TX,48439,48439101401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.5,21.7,25.4,4931,POINT (-97.24767888 32.75245005),48439101401
129521,2019,TX,48375,48375014401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.6,20.9,26.3,7786,POINT (-101.6859665 35.22452445),48375014401
129564,2019,TX,48361,48361021501,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.1,18.4,22.0,2202,POINT (-93.91464296 30.21909731),48361021501
129585,2019,TX,48439,48439106511,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.9,21.3,26.4,6634,POINT (-97.19183304 32.76959533),48439106511
129678,2019,TX,48423,48423000202,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.4,32.8,40.3,2167,POINT (-95.30945798 32.36488577),48423000202
129682,2019,TX,48439,48439106300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.7,31.2,36.6,3001,POINT (-97.23846853 32.71550262),48439106300
129733,2019,TX,48439,48439105901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.3,29.8,37.1,3335,POINT (-97.31964894 32.67705351),48439105901
129745,2019,TX,48361,48361020300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.4,27.3,31.7,2651,POINT (-93.76748445 30.06038513),48361020300
129790,2019,TX,48349,48349970300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.7,25.3,30.0,7564,POINT (-96.59639569 32.10951066),48349970300
129796,2019,TX,48423,48423000600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.5,27.4,33.8,2061,POINT (-95.27921148 32.35706667),48423000600
129805,2019,TX,48439,48439110903,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.2,9.7,12.9,1471,POINT (-97.41787556 32.6879411),48439110903
129864,2019,TX,48381,48381022001,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.1,11.5,14.9,4328,POINT (-101.8684938 35.13505849),48381022001
129878,2019,TX,48439,48439106509,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.8,13.4,16.3,4019,POINT (-97.15911931 32.78914258),48439106509
129925,2019,TX,48409,48409010602,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.4,18.4,22.6,4008,POINT (-97.33389678 27.90036625),48409010602
129947,2019,TX,48439,48439102402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.7,10.0,14.0,4185,POINT (-97.42996453 32.71160919),48439102402
129951,2019,TX,48381,48381021101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.4,15.1,20.3,3962,POINT (-101.8756182 35.17152591),48381021101
129952,2019,TX,48351,48351950400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.2,21.3,25.3,3455,POINT (-93.8192323 30.32644923),48351950400
129998,2019,TX,48375,48375011800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.3,18.0,22.8,3739,POINT (-101.8939934 35.20116955),48375011800
130000,2019,TX,48355,48355001000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,48.0,44.6,51.0,3452,POINT (-97.41378632 27.78319212),48355001000
130070,2019,TX,48355,48355005601,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.2,27.9,36.4,6494,POINT (-97.66384011 27.81047725),48355005601
130090,2019,TX,48365,48365950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.7,24.5,28.9,4740,POINT (-94.1491773 32.21632752),48365950100
130109,2019,TX,48439,48439103601,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,45.8,42.2,49.5,2800,POINT (-97.24749278 32.72612438),48439103601
130142,2019,TX,48427,48427950105,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,41.1,39.1,43.2,3417,POINT (-98.91442194 26.40403431),48427950105
130215,2019,TX,48425,48425000200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.8,21.7,28.1,1751,POINT (-97.74985825 32.23366343),48425000200
130221,2019,TX,48375,48375010300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.8,28.2,33.7,1251,POINT (-101.8743873 35.18796168),48375010300
130280,2019,TX,48381,48381022002,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.7,18.0,21.4,5419,POINT (-101.7779722 35.15005115),48381022002
130306,2019,TX,48373,48373210400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.7,26.2,29.2,4859,POINT (-94.81383938 31.00010481),48373210400
130324,2019,TX,48363,48363000800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.4,31.6,37.3,3003,POINT (-98.10306057 32.80158579),48363000800
130355,2019,TX,48439,48439100602,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.8,21.2,24.5,3759,POINT (-97.43447963 32.78135251),48439100602
130361,2019,TX,48401,48401950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.5,16.0,19.1,2226,POINT (-94.65703227 32.1081216),48401950600
130373,2019,TX,48427,48427950101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.7,30.1,33.5,1268,POINT (-98.60955306 26.65606525),48427950101
130480,2019,TX,48409,48409011000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.0,34.5,39.8,6812,POINT (-97.49210348 28.02636645),48409011000
130492,2019,TX,48367,48367140410,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.0,19.5,24.8,3426,POINT (-97.75380131 32.94219816),48367140410
130505,2019,TX,48439,48439104802,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.9,28.3,33.8,5649,POINT (-97.35132119 32.67784945),48439104802
130553,2019,TX,48349,48349970100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.8,26.2,29.5,3705,POINT (-96.40476241 32.2311017),48349970100
130576,2019,TX,48375,48375013200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.5,17.5,26.9,1636,POINT (-101.8926809 35.213444),48375013200
130606,2019,TX,48423,48423000800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,19.4,23.5,5852,POINT (-95.30519181 32.33600045),48423000800
130616,2019,TX,48375,48375015000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.4,32.5,38.3,6964,POINT (-101.8038645 35.23726098),48375015000
130636,2019,TX,48375,48375010400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.2,15.5,21.5,3365,POINT (-101.8574727 35.18904817),48375010400
130643,2019,TX,48423,48423001300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.7,18.5,23.2,2204,POINT (-95.25919699 32.32983244),48423001300
130645,2019,TX,48355,48355006000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.0,27.2,31.0,2638,POINT (-97.66518537 27.64252543),48355006000
130664,2019,TX,48395,48395960200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.3,28.2,32.6,1480,POINT (-96.6600853 30.99885721),48395960200
130694,2019,TX,48361,48361021502,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.5,17.9,23.1,7012,POINT (-93.98035628 30.19355065),48361021502
130716,2019,TX,48439,48439105505,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.9,14.9,19.2,4557,POINT (-97.39344267 32.67107096),48439105505
130805,2019,TX,48349,48349970700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.9,22.3,25.8,5318,POINT (-96.33161201 31.99776198),48349970700
130883,2019,TX,48367,48367140200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.6,17.2,22.7,6392,POINT (-97.7898184 32.74225827),48367140200
130888,2019,TX,48439,48439106513,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.3,22.0,26.7,2935,POINT (-97.19084895 32.73758394),48439106513
130897,2019,TX,48355,48355002301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.0,28.7,35.7,4392,POINT (-97.40281029 27.72988382),48355002301
130928,2019,TX,48439,48439106517,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.4,15.8,19.1,7387,POINT (-97.09758886 32.81604183),48439106517
130938,2019,TX,48423,48423002008,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.4,12.8,16.1,5377,POINT (-95.29877856 32.24068178),48423002008
130973,2019,TX,48363,48363000400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.2,19.9,24.8,5908,POINT (-98.12876426 32.77967633),48363000400
130980,2019,TX,48369,48369950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.4,25.3,31.5,4968,POINT (-102.7474919 34.6536015),48369950200
131010,2019,TX,48439,48439104503,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.7,33.8,41.4,2643,POINT (-97.32611914 32.69146888),48439104503
131018,2019,TX,48427,48427950701,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,49.2,43.9,54.5,3922,POINT (-99.01979383 26.41327408),48427950701
131068,2019,TX,48439,48439106516,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.6,22.9,28.6,5327,POINT (-97.22387475 32.76391517),48439106516
131073,2019,TX,48355,48355001702,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.7,33.1,40.6,1839,POINT (-97.46240479 27.73800213),48355001702
131079,2019,TX,48377,48377950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.1,27.0,33.2,2634,POINT (-104.2916414 30.17584245),48377950100
131101,2019,TX,48427,48427950402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.8,38.8,42.8,5178,POINT (-98.59864718 26.40908849),48427950402
131104,2019,TX,48401,48401950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.2,19.9,22.6,5779,POINT (-94.60574116 32.31673461),48401950100
131112,2019,TX,48439,48439110807,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.8,18.5,21.2,5581,POINT (-97.51555154 32.72658052),48439110807
131118,2019,TX,48385,48385950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.3,28.5,32.2,3309,POINT (-99.82212987 29.8317735),48385950100
131147,2019,TX,48381,48381020200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.4,15.7,19.1,2059,POINT (-101.8932139 35.17974709),48381020200
131151,2019,TX,48355,48355005900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.3,29.6,33.1,3302,POINT (-97.82511293 27.7069537),48355005900
131189,2019,TX,48409,48409010800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.6,34.2,39.1,4544,POINT (-97.38473964 27.98432573),48409010800
131207,2019,TX,48389,48389950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.5,24.5,32.3,4319,POINT (-103.7144671 31.44785062),48389950100
131230,2019,TX,48427,48427950108,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.8,31.3,36.3,2818,POINT (-98.77849573 26.47561299),48427950108
131310,2019,TX,48443,48443950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.6,24.3,29.1,984,POINT (-102.0764433 30.22500975),48443950100
131338,2019,TX,48439,48439123100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.1,33.3,39.0,3012,POINT (-97.30870336 32.73859893),48439123100
131351,2019,TX,48457,48457950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.8,20.9,24.6,7895,POINT (-94.44001121 30.76400465),48457950200
131383,2019,TX,48439,48439121608,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.4,13.1,17.8,5173,POINT (-97.1898837 32.70045337),48439121608
131421,2019,TX,48441,48441010400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.1,33.1,39.4,2100,POINT (-99.74862994 32.47436242),48441010400
131476,2019,TX,48453,48453001779,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.5,14.1,19.1,5715,POINT (-98.00156514 30.44143887),48453001779
131523,2019,TX,48439,48439111529,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.8,14.3,19.6,4023,POINT (-97.17527146 32.69757806),48439111529
131530,2019,TX,48459,48459950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.0,19.2,22.9,3950,POINT (-94.95585802 32.56921032),48459950600
131621,2019,TX,48439,48439111537,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.6,15.0,18.4,6880,POINT (-97.04950208 32.68405521),48439111537
131668,2019,TX,48439,48439113810,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.9,17.0,21.0,4538,POINT (-97.25004858 32.8550709),48439113810
131702,2019,TX,48453,48453001308,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.9,11.6,14.6,2670,POINT (-97.76189386 30.23254978),48453001308
131737,2019,TX,48441,48441013404,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.6,12.4,14.8,7527,POINT (-99.67981763 32.37117968),48441013404
131777,2019,TX,48459,48459950400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.8,20.6,25.2,4347,POINT (-94.94543426 32.73156643),48459950400
131802,2019,TX,48439,48439113002,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.9,27.2,30.6,6606,POINT (-97.04746235 32.74193432),48439113002
131836,2019,TX,48451,48451001000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.9,15.1,19.0,5157,POINT (-100.4563105 31.44894216),48451001000
131857,2019,TX,48467,48467950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.0,23.0,27.2,4853,POINT (-95.7221883 32.66066323),48467950100
131862,2019,TX,48453,48453001505,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.0,8.6,11.5,4061,POINT (-97.73044106 30.33636425),48453001505
131909,2019,TX,48439,48439111104,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.2,26.4,32.0,2820,POINT (-97.27494833 32.67088936),48439111104
131941,2019,TX,48453,48453001748,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.5,10.3,13.1,5492,POINT (-97.83927544 30.17029921),48453001748
131953,2019,TX,48439,48439113812,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.9,10.0,14.3,5221,POINT (-97.2470719 32.90336544),48439113812
131968,2019,TX,48453,48453001305,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.9,9.4,12.5,5488,POINT (-97.75556349 30.25192227),48453001305
131985,2019,TX,48453,48453002430,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.1,20.5,25.8,3422,POINT (-97.75496277 30.17172908),48453002430
132015,2019,TX,48453,48453002105,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.6,23.1,28.2,4536,POINT (-97.70558971 30.314915),48453002105
132022,2019,TX,48439,48439113214,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,15.6,19.0,4761,POINT (-97.23196556 32.87162317),48439113214
132023,2019,TX,48453,48453001812,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.5,22.8,30.7,7549,POINT (-97.69790214 30.32970412),48453001812
132049,2019,TX,48465,48465950302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.3,32.4,38.3,4036,POINT (-100.9248935 29.36636826),48465950302
132088,2019,TX,48453,48453002424,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.3,18.2,22.5,3379,POINT (-97.79925233 30.19221139),48453002424
132138,2019,TX,48469,48469000100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.1,27.1,33.3,2215,POINT (-97.00482814 28.79665276),48469000100
132209,2019,TX,48453,48453001845,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.6,11.7,15.6,3111,POINT (-97.69044418 30.392469),48453001845
132228,2019,TX,48439,48439111406,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.0,11.2,15.1,3707,POINT (-97.1598949 32.60416589),48439111406
132336,2019,TX,48441,48441010200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.4,20.7,27.4,2516,POINT (-99.72937506 32.48103101),48441010200
132340,2019,TX,48439,48439113813,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.8,10.0,14.1,4961,POINT (-97.22612533 32.90038849),48439113813
132350,2019,TX,48439,48439111550,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.4,16.1,18.8,12483,POINT (-97.11968859 32.6189285),48439111550
132356,2019,TX,48439,48439121610,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,14.7,19.7,2327,POINT (-97.19432674 32.68772411),48439121610
132394,2019,TX,48439,48439111309,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.0,18.8,23.3,4713,POINT (-97.12553401 32.55777446),48439111309
132413,2019,TX,48441,48441010900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.4,21.5,25.5,5797,POINT (-99.70346738 32.4480756),48441010900
132431,2019,TX,48439,48439113703,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.0,13.1,17.0,9179,POINT (-97.06529236 32.96860767),48439113703
132473,2019,TX,48439,48439113110,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.0,14.4,17.9,4183,POINT (-97.0913458 32.76730332),48439113110
132475,2019,TX,48445,48445950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.2,26.3,30.1,2510,POINT (-102.3372715 33.17388256),48445950100
132485,2019,TX,48439,48439122100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.2,28.8,33.6,6676,POINT (-97.0832259 32.73233153),48439122100
132512,2019,TX,48453,48453001768,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.5,10.6,12.6,5656,POINT (-98.03844338 30.30933593),48453001768
132525,2019,TX,48439,48439111551,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.6,11.1,14.1,7066,POINT (-97.13303451 32.60445435),48439111551
132551,2019,TX,48439,48439113610,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.4,9.9,13.4,11126,POINT (-97.16510963 32.90141358),48439113610
132558,2019,TX,48453,48453001200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,7.9,6.9,9.3,3836,POINT (-97.76015091 30.27370981),48453001200
